CIK,Company Name,Form Type,Date Filed,File name
1230245,PIPER JAFFRAY COMPANIES,4,20200102,edgar/data/1230245/0001230245-20-000004.txt
1230245,PIPER JAFFRAY COMPANIES,4,20200102,edgar/data/1230245/0001230245-20-000006.txt
1230471,RUSSELL JOSEPH D JR,4,20200102,edgar/data/1230471/0001567619-20-000135.txt
1230766,YOUNG JOHN F,4,20200102,edgar/data/1230766/0001109357-20-000013.txt
1231084,PIERCE GARRETT E,4,20200102,edgar/data/1231084/0000056978-20-000010.txt
1231715,DSOUZA  FRANCISCO,4,20200102,edgar/data/1231715/0001209191-20-000163.txt
1231984,JOHNSON B KRISTINE,4,20200102,edgar/data/1231984/0001420506-20-000012.txt
1232602,TRAUB KENNETH H,4,20200102,edgar/data/1232602/0001437749-20-000076.txt
1233126,SORAN PHILIP,4,20200102,edgar/data/1233126/0001230245-20-000006.txt
1233152,CALHOUN DAVID L,4,20200102,edgar/data/1233152/0000018230-20-000008.txt
1233167,NEAL MICHAEL A,4,20200102,edgar/data/1233167/0001225208-20-000044.txt
1233171,REINER GARY M,4,20200102,edgar/data/1233171/0001179706-20-000006.txt
1234262,LOWE JOHN E,4,20200102,edgar/data/1234262/0001357400-20-000005.txt
1234468,MEAD DAVID L,4,20200102,edgar/data/1234468/0000318300-20-000021.txt
1235116,WERTHEIMER THOMAS C,4,20200102,edgar/data/1235116/0001567619-20-000155.txt
1235402,LUDOMIRSKI ABRAHAM,4,20200102,edgar/data/1235402/0001567619-20-000145.txt
1235612,BRLAS LAURIE,4,20200102,edgar/data/1235612/0001109357-20-000003.txt
1236371,PERRY GREGORY D,3,20200102,edgar/data/1236371/0001209191-20-000048.txt
1236725,STEBBINS PAUL H,4,20200102,edgar/data/1236725/0001127602-20-000194.txt
1237429,FERRER FERNANDO,4,20200102,edgar/data/1237429/0001209191-20-000150.txt
1237789,BLAIR DONALD W,4,20200102,edgar/data/1237789/0001127602-20-000120.txt
1237851,WISEMAN ERIC C,4,20200102,edgar/data/1237851/0000060667-20-000016.txt
1238288,KRAPEK KARL J,4,20200102,edgar/data/1238288/0001127602-20-000079.txt
1238881,BERG MARK STEPHEN,4,20200102,edgar/data/1238881/0001246360-20-000008.txt
1238885,CHAPMAN STEVEN M,4,20200102,edgar/data/1238885/0001225208-20-000024.txt
1239047,POPE MARIA M,4,20200102,edgar/data/1239047/0000784011-20-000006.txt
1239129,WHITE MILES D,4,20200102,edgar/data/1239129/0000018230-20-000012.txt
1239208,PARKER GARY DAVID,4,20200102,edgar/data/1239208/0001239208-20-000002.txt
1239746,GERAGHTY JAMES A,3,20200102,edgar/data/1239746/0001209191-20-000285.txt
1240060,GRAVES NANCY E,4,20200102,edgar/data/1240060/0001209191-20-000063.txt
1240122,GREY MICHAEL G,4,20200102,edgar/data/1240122/0001209191-20-000307.txt
1240831,ATTKISSON RANDALL L,5,20200102,edgar/data/1240831/0001240831-20-000001.txt
1240845,COLLINS T JAY,4,20200102,edgar/data/1240845/0001127602-20-000227.txt
1240973,STRICKLAND JEFFERY,4,20200102,edgar/data/1240973/0001240973-20-000001.txt
1241557,MARTIN GERARD M.,4,20200102,edgar/data/1241557/0001104659-20-000448.txt
1242485,JANZEN HOWARD E,4,20200102,edgar/data/1242485/0001315255-20-000004.txt
1242616,THOMAS FRANK E,3,20200102,edgar/data/1242616/0001209191-20-000295.txt
1242901,KELLY DENIS F,4,20200102,edgar/data/1242901/0001209191-20-000260.txt
1242992,CLACKSON TIMOTHY P,4,20200102,edgar/data/1242992/0001209191-20-000385.txt
1243275,OBERG ROBERT C JR,4,20200102,edgar/data/1243275/0001567619-20-000105.txt
1243393,LEONARD THOMAS C,4,20200102,edgar/data/1243393/0000886346-20-000002.txt
1244230,WAHLSTROM SCOTT,4,20200102,edgar/data/1244230/0001209191-20-000209.txt
1244272,CRIST PETER D,4,20200102,edgar/data/1244272/0001015328-20-000020.txt
1244274,CROWTHER BRUCE K,4,20200102,edgar/data/1244274/0001015328-20-000016.txt
1244287,STAFFORD INGRID S,4,20200102,edgar/data/1244287/0001015328-20-000015.txt
1244290,WEHMER EDWARD J,4,20200102,edgar/data/1244290/0001127602-20-000141.txt
1244892,MATHER ANN,4,20200102,edgar/data/1244892/0001209191-20-000218.txt
1245053,KENNEDY R CRAIG,4,20200102,edgar/data/1245053/0001127602-20-000206.txt
1245063,EVANS JOSEPH W,4,20200102,edgar/data/1245063/0001702696-20-000001.txt
1245636,LANDRY MONICA R,4,20200102,edgar/data/1245636/0001214659-20-000010.txt
1246226,CANNING JOHN A JR,4,20200102,edgar/data/1246226/0001127602-20-000127.txt
1246348,LAMMAS MARK T,4,20200102,edgar/data/1246348/0001482512-20-000007.txt
1246514,WILLIAMS RANDA DUNCAN,4,20200102,edgar/data/1246514/0001209191-20-000244.txt
1247154,KAPLAN BETH J,3,20200102,edgar/data/1247154/0001209191-20-000223.txt
1247357,PECK CHARLES H,4,20200102,edgar/data/1247357/0001049782-20-000002.txt
1247499,MEYER JAMES E,4,20200102,edgar/data/1247499/0001225208-20-000030.txt
1247734,CARMICHAEL GREG D,3,20200102,edgar/data/1247734/0001127602-20-000248.txt
1247734,CARMICHAEL GREG D,4,20200102,edgar/data/1247734/0001127602-20-000263.txt
1247745,COHEN DANIEL G,4,20200102,edgar/data/1247745/0001104659-20-000362.txt
1247860,BUTLER JOHN C JR,4,20200102,edgar/data/1247860/0001127602-20-000257.txt
1247868,BUTLER HELEN RANKIN,4,20200102,edgar/data/1247868/0001127602-20-000259.txt
1247923,LABARRE DENNIS W,4,20200102,edgar/data/1247923/0001127602-20-000234.txt
1247943,RANKIN CORBIN,4,20200102,edgar/data/1247943/0001127602-20-000265.txt
1247944,RANKIN ALISON A,4,20200102,edgar/data/1247944/0001127602-20-000270.txt
1247947,RANKIN VICTOIRE G,4,20200102,edgar/data/1247947/0001127602-20-000254.txt
1247955,RANKIN THOMAS T,4,20200102,edgar/data/1247955/0001127602-20-000262.txt
1248104,SHAW  ALLEN B,4,20200102,edgar/data/1248104/0001209191-20-000119.txt
1249279,LYDON THOMAS F JR,4,20200102,edgar/data/1249279/0000754811-20-000002.txt
1249303,GRAIN DAVID J,4,20200102,edgar/data/1249303/0001209191-20-000347.txt
1251064,GILMARTIN PATRICIA A,4,20200102,edgar/data/1251064/0001327749-20-000010.txt
1251076,GREENYA CYRIL J,4,20200102,edgar/data/1251076/0001327749-20-000002.txt
1251278,DICKINSON EDWARD H,4,20200102,edgar/data/1251278/0001251278-20-000001.txt
1251529,BELGYA MARK R,4,20200102,edgar/data/1251529/0001127602-20-000242.txt
1251956,MATLIN DAVID J,4,20200102,edgar/data/1251956/0001104659-20-000340.txt
1251956,MATLIN DAVID J,SC 13D/A,20200102,edgar/data/1251956/0001104659-20-000341.txt
1252802,BRACKEN GEORGE R,4,20200102,edgar/data/1252802/0001437749-20-000075.txt
1253176,VAPOTHERM INC,4,20200102,edgar/data/1253176/0001562180-20-000054.txt
1253176,VAPOTHERM INC,4,20200102,edgar/data/1253176/0001562180-20-000055.txt
1253176,VAPOTHERM INC,4,20200102,edgar/data/1253176/0001562180-20-000057.txt
1253176,VAPOTHERM INC,4,20200102,edgar/data/1253176/0001562180-20-000059.txt
1253413,KERWIN GREGORY M,4,20200102,edgar/data/1253413/0001171843-20-000031.txt
1254850,SOINSKI JEFFREY M,4,20200102,edgar/data/1254850/0001593968-20-000018.txt
1257061,DE BALMANN YVES C,4,20200102,edgar/data/1257061/0001109357-20-000004.txt
1257094,BURNS STEPHANIE,4,20200102,edgar/data/1257094/0001127602-20-000123.txt
1257736,TALBERT TIMOTHY,4,20200102,edgar/data/1257736/0001567619-20-000151.txt
1257825,MONAHAN JOHN J,4,20200102,edgar/data/1257825/0001553350-20-000004.txt
1257927,WEITZ FUNDS,497K,20200102,edgar/data/1257927/0000891804-20-000004.txt
1257927,WEITZ FUNDS,497K,20200102,edgar/data/1257927/0000891804-20-000006.txt
1257927,WEITZ FUNDS,497K,20200102,edgar/data/1257927/0000891804-20-000008.txt
1257927,WEITZ FUNDS,497K,20200102,edgar/data/1257927/0000891804-20-000010.txt
1257927,WEITZ FUNDS,497K,20200102,edgar/data/1257927/0000891804-20-000012.txt
1257927,WEITZ FUNDS,497K,20200102,edgar/data/1257927/0000891804-20-000014.txt
1257927,WEITZ FUNDS,497,20200102,edgar/data/1257927/0000891804-20-000002.txt
1258198,TURNER QUINT O,4,20200102,edgar/data/1258198/0000894081-20-000019.txt
1258325,GOUIN JAMES C,4,20200102,edgar/data/1258325/0001635881-20-000004.txt
1258631,TEAL JANICE,4,20200102,edgar/data/1258631/0001127602-20-000149.txt
1259393,SMIT ERIC,4,20200102,edgar/data/1259393/0001104659-20-000345.txt
1259801,WEINSTEIN DAVID N,3,20200102,edgar/data/1259801/0001415889-20-000016.txt
1259927,LASRY MARC,3,20200102,edgar/data/1259927/0001140361-20-000073.txt
1261075,GREEN C RICHARD JR,4,20200102,edgar/data/1261075/0000939930-20-000004.txt
1262039,"Fortinet, Inc.",4,20200102,edgar/data/1262039/0001567619-20-000109.txt
1262039,"Fortinet, Inc.",4,20200102,edgar/data/1262039/0001567619-20-000110.txt
1262039,"Fortinet, Inc.",4,20200102,edgar/data/1262039/0001567619-20-000111.txt
1262039,"Fortinet, Inc.",4,20200102,edgar/data/1262039/0001567619-20-000112.txt
1262039,"Fortinet, Inc.",4,20200102,edgar/data/1262039/0001567619-20-000114.txt
1262327,LAWLOR AUGUSTINE,4,20200102,edgar/data/1262327/0001209191-20-000340.txt
1263222,BRINCK JOSEPH A II,5,20200102,edgar/data/1263222/0001263222-20-000001.txt
1263762,"SELECT BANCORP, INC.",8-K,20200102,edgar/data/1263762/0001104659-20-000107.txt
1263994,REAVES UTILITY INCOME FUND,4,20200102,edgar/data/1263994/0001717520-20-000001.txt
1264701,FOSTER JEFFREY H,3,20200102,edgar/data/1264701/0000925421-20-000002.txt
1265177,Moniz Ernest J,4,20200102,edgar/data/1265177/0001209191-20-000355.txt
1265315,HANNES WILLIAM F,4,20200102,edgar/data/1265315/0001246360-20-000013.txt
1265677,WEINSWIG MARK,4,20200102,edgar/data/1265677/0001593968-20-000020.txt
1266395,KISSAM LUTHER C IV,4,20200102,edgar/data/1266395/0000915913-20-000009.txt
1267119,ZAZWORSKY LEON,4/A,20200102,edgar/data/1267119/0000805676-20-000002.txt
1267119,ZAZWORSKY LEON,4/A,20200102,edgar/data/1267119/0000805676-20-000004.txt
1267205,Thompson Larry D.,4,20200102,edgar/data/1267205/0001209191-20-000361.txt
1267602,ALIMERA SCIENCES INC,4,20200102,edgar/data/1267602/0001267602-20-000005.txt
1267602,ALIMERA SCIENCES INC,4,20200102,edgar/data/1267602/0001267602-20-000006.txt
1267602,ALIMERA SCIENCES INC,4,20200102,edgar/data/1267602/0001267602-20-000007.txt
1267602,ALIMERA SCIENCES INC,4,20200102,edgar/data/1267602/0001267602-20-000008.txt
1268533,TORTOISE ENERGY INFRASTRUCTURE CORP,SC 13G,20200102,edgar/data/1268533/0000930413-20-000004.txt
1268854,SAUNDERS BRENT L,4,20200102,edgar/data/1268854/0001179110-20-000039.txt
1268896,CHINA LIFE INSURANCE CO LTD,6-K,20200102,edgar/data/1268896/0001193125-20-000101.txt
1269971,LIVERIS ANDREW N,4,20200102,edgar/data/1269971/0001562180-20-000041.txt
1270436,Cohen & Co Inc.,4,20200102,edgar/data/1270436/0001104659-20-000362.txt
1270555,SPENCER JOHN N JR,4,20200102,edgar/data/1270555/0001420506-20-000011.txt
1270592,FIORILE MICHAEL J,4,20200102,edgar/data/1270592/0001209191-20-000114.txt
1271058,TAYLOR SCOTT C,4,20200102,edgar/data/1271058/0001230245-20-000004.txt
1271502,LOVOI JOHN,4,20200102,edgar/data/1271502/0001209191-20-000087.txt
1271519,KUBOTA TOM,4,20200102,edgar/data/1271519/0001185185-20-000002.txt
1271773,HUGHES WILLIAM F JR,4,20200102,edgar/data/1271773/0001084991-20-000001.txt
1273871,PORTNOY ADAM D.,4,20200102,edgar/data/1273871/0001104659-20-000447.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000172.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000175.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000186.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000194.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000200.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000206.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000208.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000210.txt
1274494,"FIRST SOLAR, INC.",4,20200102,edgar/data/1274494/0001127602-20-000214.txt
1275365,PAYNE W JOSEPH,4,20200102,edgar/data/1275365/0000894081-20-000015.txt
1275617,COHEN & STEERS INFRASTRUCTURE FUND INC,4,20200102,edgar/data/1275617/0001246360-20-000007.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000278.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000282.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000286.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000291.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000292.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000294.txt
1276520,GENWORTH FINANCIAL INC,4,20200102,edgar/data/1276520/0001209191-20-000296.txt
1277244,HOOPER ANTHONY C,3,20200102,edgar/data/1277244/0001209191-20-000092.txt
1277244,HOOPER ANTHONY C,3,20200102,edgar/data/1277244/0001651308-20-000004.txt
1277557,PRIVATE TRUST CO NA,13F-HR,20200102,edgar/data/1277557/0001277557-20-000001.txt
1278504,MOWERY THEODORE W,4,20200102,edgar/data/1278504/0001171843-20-000035.txt
1278521,WILLIAMS TRYON M,4,20200102,edgar/data/1278521/0001278521-20-000001.txt
1278545,HOSMER STEPHEN M,4,20200102,edgar/data/1278545/0001162677-20-000001.txt
1278629,JACKSON ALAN W,4,20200102,edgar/data/1278629/0001628280-20-000040.txt
1278752,APOLLO INVESTMENT CORP,40-APP/A,20200102,edgar/data/1278752/0001193125-19-326686.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000071.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000072.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000075.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000076.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000077.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000078.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000081.txt
1279363,"WELLCARE HEALTH PLANS, INC.",4,20200102,edgar/data/1279363/0001567619-20-000084.txt
1279392,SALIENT PRIVATE ACCESS MASTER FUND L P,4,20200102,edgar/data/1279392/0001534293-20-000002.txt
1279394,SALIENT PRIVATE ACCESS REGISTERED FUND L P,4,20200102,edgar/data/1279394/0001534293-20-000003.txt
1279903,JACKSON DAVID A,4,20200102,edgar/data/1279903/0001567619-20-000108.txt
1280058,BLACKBAUD INC,4,20200102,edgar/data/1280058/0001209191-20-000392.txt
1281446,GREAT POINT PARTNERS LLC,SC 13G,20200102,edgar/data/1281446/0001172661-20-000001.txt
1282748,HOGAN BEVERLY W,4,20200102,edgar/data/1282748/0001209191-20-000229.txt
1282881,HENRETTA DEBORAH A,4,20200102,edgar/data/1282881/0001127602-20-000134.txt
1282977,GREENHILL & CO INC,4,20200102,edgar/data/1282977/0001209191-20-000309.txt
1282977,GREENHILL & CO INC,4,20200102,edgar/data/1282977/0001209191-20-000311.txt
1282977,GREENHILL & CO INC,4,20200102,edgar/data/1282977/0001209191-20-000312.txt
1282977,GREENHILL & CO INC,4,20200102,edgar/data/1282977/0001209191-20-000314.txt
1282977,GREENHILL & CO INC,4,20200102,edgar/data/1282977/0001209191-20-000315.txt
1284934,VAN VOORHEES SETH,4,20200102,edgar/data/1284934/0001493152-20-000036.txt
1285092,PERRY DEBRA J,4,20200102,edgar/data/1285092/0001209191-20-000292.txt
1285257,BRUNO S JOSEPH,4,20200102,edgar/data/1285257/0001315255-20-000005.txt
1285550,"MRI INTERVENTIONS, INC.",4,20200102,edgar/data/1285550/0001420506-20-000007.txt
1285550,"MRI INTERVENTIONS, INC.",4,20200102,edgar/data/1285550/0001420506-20-000008.txt
1285550,"MRI INTERVENTIONS, INC.",4,20200102,edgar/data/1285550/0001420506-20-000009.txt
1285550,"MRI INTERVENTIONS, INC.",4,20200102,edgar/data/1285550/0001420506-20-000010.txt
1285550,"MRI INTERVENTIONS, INC.",4,20200102,edgar/data/1285550/0001420506-20-000011.txt
1285550,"MRI INTERVENTIONS, INC.",4,20200102,edgar/data/1285550/0001420506-20-000012.txt
1286090,SZE VICTOR S,4,20200102,edgar/data/1286090/0001179110-20-000053.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000071.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000072.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000073.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000076.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000079.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000082.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000083.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000084.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000899243-20-000126.txt
1286131,STONEMOR PARTNERS LP,4,20200102,edgar/data/1286131/0000902664-20-000009.txt
1286180,HALT PETER,4,20200102,edgar/data/1286180/0001593678-20-000002.txt
1286225,"RealPage, Inc.",8-K,20200102,edgar/data/1286225/0001286225-20-000002.txt
1286842,MCCASKEY JAMES J,4,20200102,edgar/data/1286842/0001209191-20-000180.txt
1287011,Eckel Keith W.,4,20200102,edgar/data/1287011/0001437749-20-000072.txt
1287750,ARES CAPITAL CORP,8-K,20200102,edgar/data/1287750/0001104659-20-000406.txt
1287803,WAMPLER RICHARD D II,4,20200102,edgar/data/1287803/0001327749-20-000016.txt
1287865,MEDICAL PROPERTIES TRUST INC,4,20200102,edgar/data/1287865/0001287865-20-000001.txt
1287865,MEDICAL PROPERTIES TRUST INC,4,20200102,edgar/data/1287865/0001287865-20-000002.txt
1287865,MEDICAL PROPERTIES TRUST INC,4,20200102,edgar/data/1287865/0001287865-20-000003.txt
1288449,LIU JOHN D,4,20200102,edgar/data/1288449/0001209191-20-000315.txt
1289408,Valentine Keith,4,20200102,edgar/data/1289408/0001637761-20-000010.txt
1289419,"Morningstar, Inc.",4,20200102,edgar/data/1289419/0001289419-20-000002.txt
1289636,PROFIRE ENERGY INC,4,20200102,edgar/data/1289636/0001447626-20-000002.txt
1289636,PROFIRE ENERGY INC,4,20200102,edgar/data/1289636/0001652713-20-000002.txt
1289636,PROFIRE ENERGY INC,4,20200102,edgar/data/1289636/0001734627-20-000002.txt
1289636,PROFIRE ENERGY INC,4,20200102,edgar/data/1289636/0001734769-20-000002.txt
1289636,PROFIRE ENERGY INC,4,20200102,edgar/data/1289636/0001774877-20-000002.txt
1289648,Grimes Steven P,4,20200102,edgar/data/1289648/0001209191-20-000237.txt
1289945,"Spok Holdings, Inc",8-K,20200102,edgar/data/1289945/0001289945-20-000004.txt
1290183,Semmelbauer Thilo,4,20200102,edgar/data/1290183/0001209191-20-000264.txt
1291962,Hacksell Uli,4,20200102,edgar/data/1291962/0001578563-20-000003.txt
1293613,Kayne Anderson MLP/Midstream Investment Co,3,20200102,edgar/data/1293613/0000930413-20-000011.txt
1293613,Kayne Anderson MLP/Midstream Investment Co,4,20200102,edgar/data/1293613/0000930413-20-000014.txt
1293613,Kayne Anderson MLP/Midstream Investment Co,SC 13G/A,20200102,edgar/data/1293613/0000930413-20-000017.txt
1293613,Kayne Anderson MLP/Midstream Investment Co,SC 13G,20200102,edgar/data/1293613/0000930413-20-000006.txt
1294693,Benioff Marc,4,20200102,edgar/data/1294693/0001127602-20-000288.txt
1295030,Drummond David C,4,20200102,edgar/data/1295030/0001209191-20-000432.txt
1295030,Drummond David C,4,20200102,edgar/data/1295030/0001209191-20-000455.txt
1295366,Wallace Peter C,4,20200102,edgar/data/1295366/0000109563-20-000003.txt
1295823,Howard Nigel G,4,20200102,edgar/data/1295823/0000939930-20-000006.txt
1295908,CENTAUR MUTUAL FUNDS TRUST,497,20200102,edgar/data/1295908/0001398344-20-000037.txt
1296720,Wolfe Daniel B,4,20200102,edgar/data/1296720/0001296720-20-000002.txt
1296796,Jojo Linda P,4,20200102,edgar/data/1296796/0001109357-20-000006.txt
1296812,Howe Alan B,4,20200102,edgar/data/1296812/0001209191-20-000417.txt
1296999,Arkowitz David,4,20200102,edgar/data/1296999/0001209191-20-000377.txt
1298758,Laflin Steve,4,20200102,edgar/data/1298758/0001225208-20-000062.txt
1298786,Gold Alan D,4,20200102,edgar/data/1298786/0001638599-20-000010.txt
1298865,Eckmann Jeffrey A,4,20200102,edgar/data/1298865/0000939930-20-000002.txt
1299104,Donnell Cydney,4,20200102,edgar/data/1299104/0001474098-20-000013.txt
1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",8-K,20200102,edgar/data/1299130/0001193125-20-000641.txt
1300572,Morgan Dianna,4,20200102,edgar/data/1300572/0001063344-20-000007.txt
1300833,Hutchison Thomas J III,4,20200102,edgar/data/1300833/0001063344-20-000008.txt
1301787,BlueLinx Holdings Inc.,8-K,20200102,edgar/data/1301787/0001104659-20-000091.txt
1301912,"Strategic Value Partners, LLC",3,20200102,edgar/data/1301912/0000950142-20-000021.txt
1302028,"Manitex International, Inc.",4,20200102,edgar/data/1302028/0001235110-20-000001.txt
1302028,"Manitex International, Inc.",4,20200102,edgar/data/1302028/0001235110-20-000002.txt
1302110,Hsieh Ming,4,20200102,edgar/data/1302110/0001567619-20-000109.txt
1303523,British American Tobacco p.l.c.,6-K,20200102,edgar/data/1303523/0000950157-20-000002.txt
1303833,SHUKIS A P,4,20200102,edgar/data/1303833/0001209191-20-000086.txt
1304554,Anderson David W,4,20200102,edgar/data/1304554/0001161697-20-000004.txt
1305219,BELL MARTIN C,4/A,20200102,edgar/data/1305219/0001209191-20-000368.txt
1305219,BELL MARTIN C,4,20200102,edgar/data/1305219/0001209191-20-000411.txt
1305253,"Eiger BioPharmaceuticals, Inc.",EFFECT,20191231,edgar/data/1305253/9999999995-20-000006.txt
1305940,Gaffney Paul G,4,20200102,edgar/data/1305940/0001209191-20-000321.txt
1307748,InvenTrust Properties Corp.,4,20200102,edgar/data/1307748/0001307748-20-000006.txt
1307748,InvenTrust Properties Corp.,4,20200102,edgar/data/1307748/0001307748-20-000007.txt
1307748,InvenTrust Properties Corp.,4,20200102,edgar/data/1307748/0001307748-20-000008.txt
1307748,InvenTrust Properties Corp.,4,20200102,edgar/data/1307748/0001307748-20-000009.txt
1307748,InvenTrust Properties Corp.,4,20200102,edgar/data/1307748/0001307748-20-000010.txt
1307862,WOTRING RANDALL A,4,20200102,edgar/data/1307862/0001598428-20-000002.txt
1308564,Calder Richard,4,20200102,edgar/data/1308564/0001315255-20-000001.txt
1309507,MCLAUGHLIN MARK D,4,20200102,edgar/data/1309507/0001205233-20-000003.txt
1310215,Alvarez Ralph,4,20200102,edgar/data/1310215/0000060667-20-000009.txt
1311147,Feltz Lorianne,4,20200102,edgar/data/1311147/0001127602-20-000053.txt
1311548,Dierker David F,4,20200102,edgar/data/1311548/0000318300-20-000019.txt
1312123,Redling Joseph M,3,20200102,edgar/data/1312123/0000899243-20-000095.txt
1312123,Redling Joseph M,4,20200102,edgar/data/1312123/0000899243-20-000079.txt
1312123,Redling Joseph M,4,20200102,edgar/data/1312123/0000899243-20-000116.txt
1312168,Smit Neil,4,20200102,edgar/data/1312168/0001205233-20-000004.txt
1313332,Rumbolz Michael D,4,20200102,edgar/data/1313332/0001318568-20-000002.txt
1314414,Northern Lights Fund Trust,497,20200102,edgar/data/1314414/0001580642-20-000012.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000001.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000002.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000003.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000004.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000005.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000006.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000007.txt
1315255,"GTT Communications, Inc.",4,20200102,edgar/data/1315255/0001315255-20-000008.txt
13156,"Galaxy Gaming, Inc.",4,20200102,edgar/data/13156/0001209191-20-000458.txt
13156,"Galaxy Gaming, Inc.",4,20200102,edgar/data/13156/0001209191-20-000459.txt
13156,"Galaxy Gaming, Inc.",4,20200102,edgar/data/13156/0001209191-20-000460.txt
13156,"Galaxy Gaming, Inc.",4,20200102,edgar/data/13156/0001209191-20-000462.txt
13156,"Galaxy Gaming, Inc.",4,20200102,edgar/data/13156/0001209191-20-000464.txt
1316282,Aggers Jane F,4,20200102,edgar/data/1316282/0001567619-20-000015.txt
1316471,Conlin John Edward,4,20200102,edgar/data/1316471/0000784011-20-000002.txt
1316705,McMeans Shaun D,4,20200102,edgar/data/1316705/0001209191-20-000353.txt
1317008,SCOGGINS MYLES W,4,20200102,edgar/data/1317008/0001209191-20-000215.txt
1317189,Jones Kenneth E,4,20200102,edgar/data/1317189/0001209191-20-000126.txt
1317338,"Avenue Capital Management II, L.P.",3,20200102,edgar/data/1317338/0001140361-20-000071.txt
1317474,NEUBERGER BERMAN ALTERNATIVE FUNDS,N-CSR,20200102,edgar/data/1317474/0000898432-20-000004.txt
1318104,Newman Steven L,4,20200102,edgar/data/1318104/0001209191-20-000088.txt
1318482,KIDOZ INC.,4,20200102,edgar/data/1318482/0001278521-20-000001.txt
1318482,KIDOZ INC.,4,20200102,edgar/data/1318482/0001507610-20-000001.txt
1318568,Everi Holdings Inc.,4,20200102,edgar/data/1318568/0001318568-20-000002.txt
1319067,360 Funds,485BPOS,20200102,edgar/data/1319067/0001387131-20-000058.txt
1319067,360 Funds,485BPOS,20200102,edgar/data/1319067/0001387131-20-000058.txt
1319183,FIRST TRUST MORTGAGE INCOME FUND,N-CSR,20200102,edgar/data/1319183/0001445546-20-000002.txt
1320414,SELECT MEDICAL HOLDINGS CORP,8-K,20200102,edgar/data/1320414/0001104659-20-000127.txt
1320609,Moore Sewell Trezevant Jr,4,20200102,edgar/data/1320609/0001327749-20-000015.txt
1320688,"SALIENT PRIVATE ACCESS TEI FUND, L.P.",4,20200102,edgar/data/1320688/0001534293-20-000004.txt
